GS,GWlb,GW
481.73,303548.25,135.5130452
481.73,303541.81,135.5101702
482.18,303536.63,135.5078577
482.45,303531.19,135.5054292
482.84,303525.84,135.5030408
483.11,303520.5,135.5006568
483.52,303515.13,135.4982595
483.78,303509.81,135.4958845
484.16,303504.5,135.4935139
484.41,303498.63,135.4908934
484.78,303492.91,135.4883398
485.01,303486.78,135.4856032
485.35,303482.25,135.4835809
485.59,303476.94,135.4812103
485.93,303471.56,135.4788085
486.15,303466.28,135.4764514
486.66,303460.97,135.4740808
486.66,303455.53,135.4716523
486.94,303449.66,135.4690317
487.13,303445.03,135.4669647
487.4,303438.28,135.4639513
487.57,303432.59,135.4614112
487.82,303428.13,135.4594201
487.99,303422.81,135.4570451
488.23,303417.56,135.4547013
488.4,303412.31,135.4523576
488.67,303406.91,135.4499468
488.86,303401.78,135.4476566
489.11,303396.53,135.4453129
489.32,303391.28,135.4429691
489.59,303385,135.4401656
489.82,303379.47,135.4376968
490.3,303374.5,135.435478
490.3,303368.25,135.4326878
490.64,303363,135.4303441
490.8,303363,135.4303441
491.13,303356.44,135.4274155
491.37,303350.72,135.4248619
491.71,303346.16,135.4228262
491.92,303340.94,135.4204958
492.3,303335.78,135.4181923
492.52,303330.56,135.4158619
492.79,303325.38,135.4135494
492.98,303318.22,135.410353
493.39,303312,135.4075762
493.63,303306.81,135.4052592
493.92,303301.63,135.4029467
494.17,303295.44,135.4001833
494.78,303295.44,135.4001833
494.78,303288.94,135.3972815
495.18,303283.63,135.3949109
495.42,303277.69,135.3922591
495.79,303272.03,135.3897324
496,303267.5,135.38771
496.29,303262.34,135.3854064
496.53,303257.22,135.3831207
496.83,303252.03,135.3808038
497.04,303246.84,135.3784868
497.33,303241.72,135.3762011
497.54,303235.53,135.3734377
497.79,303230.38,135.3711385
498.07,303225.19,135.3688216
498.42,303219.78,135.3664064
498.59,303213.97,135.3638126
498.93,303209.72,135.3619153
498.93,303204.56,135.3596117
499.1,303199.44,135.357326
499.22,303194.31,135.3550358
499.38,303189.16,135.3527367
499.52,303183,135.3499867
499.64,303177.63,135.3475894
499.72,303171.88,135.3450224
499.87,303167.63,135.3431251
499.96,303162.5,135.3408349
500.13,303157.34,135.3385313
500.21,303152.19,135.3362322
500.36,303147.06,135.333942
500.49,303141.97,135.3316697
500.68,303136.81,135.3293661
500.78,303130.66,135.3266205
501.07,303125.13,135.3241518
501.07,303120.41,135.3220446
501.2,303115.25,135.3197411
501.29,303110.16,135.3174687
501.45,303105.03,135.3151785
501.56,303099.94,135.3129062
501.73,303094.84,135.3106294
501.89,303089.75,135.3083571
502.13,303084.69,135.3060982
502.33,303084.69,135.3060982
502.64,303078.44,135.303308
502.91,303073.09,135.3009196
503.31,303068.13,135.2987053
503.59,303063.13,135.2964731
503.97,303058.06,135.2942097
504.22,303053,135.2919508
504.89,303047.91,135.2896785
504.89,303042.84,135.2874151
505.27,303037.75,135.2851427
505.53,303031.78,135.2824775
505.88,303026.69,135.2802052
506.11,303021.66,135.2779597
506.42,303015.97,135.2754195
506.62,303011.53,135.2734373
506.87,303006.47,135.2711784
507.04,303001.38,135.2689061
507.27,302996.31,135.2666427
507.44,302991.28,135.2643971
507.67,302986.22,135.2621382
507.85,302980.22,135.2594596
508.06,302975.19,135.2572141
508.24,302970.16,135.2549685
508.68,302965.13,135.252723
508.68,302959.81,135.250348
508.92,302954.31,135.2478926
509.12,302950.03,135.2459819
509.41,302945,135.2437364
509.61,302940,135.2415042
509.86,302935,135.2392721
510.1,302929.97,135.2370265
510.34,302924.97,135.2347944
510.53,302919.97,135.2325622
510.73,302915,135.2303435
510.89,302909.75,135.2279997
511.06,302904.25,135.2255443
511.15,302900,135.223647
511.28,302894.97,135.2214015
511.31,302890,135.2191827
511.36,302885.06,135.2169773
511.36,302880.16,135.2147898
511.36,302875.19,135.2125711
511.35,302870.25,135.2103657
511.29,302865.28,135.208147
511.23,302860.13,135.2058478
511.18,302854.72,135.2034326
511.14,302850.53,135.2015621
511.06,302845.66,135.199388
510.99,302840.75,135.197196
510.92,302835.88,135.1950219
510.91,302831,135.1928433
510.9,302826.13,135.1906692
510.89,302821.25,135.1884906
510.91,302816.38,135.1863165
510.94,302811.28,135.1840397
511.15,302805.94,135.1816558
511.15,302801.88,135.1798433
511.32,302797.03,135.1776781
511.45,302792.19,135.1755174
511.61,302787.34,135.1733522
511.72,302782.5,135.1711915
511.87,302777.69,135.1690441
511.97,302772.84,135.166879
512.16,302768,135.1647182
512.29,302762.88,135.1624325
512.42,302757.59,135.1600709
512.53,302753.5,135.158245
512.73,302748.69,135.1560977
512.86,302743.91,135.1539637
513.04,302739.06,135.1517986
513.19,302734.22,135.1496378
513.44,302729.41,135.1474905
513.44,302724.59,135.1453387
513.57,302719.78,135.1431914
513.68,302714.69,135.1409191
513.8,302709.44,135.1385753
513.9,302705.34,135.1367449
514.05,302700.53,135.1345976
514.17,302695.75,135.1324637
514.35,302691,135.1303431
514.44,302685.28,135.1277896
514.58,302680.41,135.1256154
514.65,302675.78,135.1235485
514.81,302671,135.1214145
514.91,302666.09,135.1192226
514.99,302661.34,135.117102
515.06,302656.69,135.1150261
515.22,302651.94,135.1129056
515.22,302647.19,135.110785
515.3,302642.44,135.1086645
515.33,302636.81,135.1061511
515.39,302632.09,135.1040439
515.42,302627.38,135.1019413
515.43,302622.63,135.0998207
515.41,302617.94,135.097727
515.38,302613.25,135.0956332
515.36,302608.22,135.0933877
515.3,302603.19,135.0911421
515.24,302599.25,135.0893832
515.1,302594.59,135.0873028
515.02,302594.59,135.0873028
514.93,302588.91,135.0847671
514.92,302584.28,135.0827001
514.88,302579.69,135.080651
514.88,302575.09,135.0785974
514.94,302570.66,135.0766197
514.96,302566.13,135.0745974
514.97,302561.53,135.0725438
514.97,302558.09,135.0710081
514.96,302553.97,135.0691688
514.93,302549.38,135.0671197
514.87,302545.53,135.065401
514.79,302541.72,135.0637001
514.7,302537.91,135.0619992
514.71,302534.13,135.0603117
514.75,302530.38,135.0586375
514.77,302526.56,135.0569322
514.84,302522.31,135.0550349
514.91,302518.97,135.0535438
515.06,302515.41,135.0519545
515.06,302511.16,135.0500572
515.16,302507.63,135.0484813
515.22,302504.19,135.0469455
515.27,302500.78,135.0454232
515.31,302497.44,135.0439321
515.37,302494.16,135.0424678
515.41,302490.97,135.0410437
515.48,302487.59,135.0395348
515.57,302484.09,135.0379723
515.7,302481.41,135.0367759
515.81,302477.16,135.0348785
516.11,302474.5,135.033691
516.11,302471.38,135.0322982
516.3,302468.31,135.0309276
516.44,302465.22,135.0295482
516.83,302462.22,135.0282089
516.83,302459.22,135.0268696
516.98,302456.25,135.0255437
517.1,302453.31,135.0242312
517.24,302450.34,135.0229053
517.27,302447,135.0214142
517.3,302444.16,135.0201463
517.31,302441.25,135.0188472
517.36,302439.06,135.0178696
517.38,302436.47,135.0167133
517.41,302436.47,135.0167133
517.46,302433.34,135.015316
517.47,302430.75,135.0141597
517.45,302428.19,135.0130169
517.47,302425.59,135.0118561
517.44,302423.03,135.0107133
517.47,302420,135.0093606
517.47,302417.31,135.0081597
517.46,302414.59,135.0069454
517.45,302412.38,135.0059588
517.42,302409.44,135.0046463
517.4,302406.97,135.0035436
517.29,302404.5,135.0024409
517.27,302402.03,135.0013383
517.15,302399.53,135.0002222
517.11,302397.09,134.9991329
516.99,302394.63,134.9980347
516.92,302392.19,134.9969454
516.86,302389.41,134.9957043
516.78,302387.25,134.99474
516.69,302383.94,134.9932623
516.61,302381.84,134.9923248
516.34,302379.38,134.9912266
516.34,302376.91,134.9901239
516.23,302374.38,134.9889945
516.15,302371.84,134.9878605
516.04,302369.25,134.9867043
515.98,302366.66,134.985548
515.87,302364.03,134.9843739
515.79,302361.31,134.9831596
515.73,302358.25,134.9817935
515.69,302355.5,134.9805659
515.59,302352.69,134.9793114
515.55,302350.38,134.9782801
515.44,302347.78,134.9771194
515.39,302345.16,134.9759498
515.32,302342.5,134.9747623
515.27,302339.84,134.9735748
515.18,302337.19,134.9723917
515.18,302334.47,134.9711774
515.16,302334.47,134.9711774
515.14,302331.16,134.9696998
515.11,302328.38,134.9684587
515.09,302325.28,134.9670748
515.13,302322.94,134.9660301
515.13,302320.13,134.9647756
515.12,302317.34,134.9635301
515.11,302314.56,134.962289
515.15,302311.75,134.9610346
515.17,302308.91,134.9597667
515.2,302305.69,134.9583292
515.22,302302.81,134.9570435
515.24,302299.78,134.9556908
515.25,302296.97,134.9544363
515.24,302294.63,134.9533917
515.24,302291.91,134.9521774
515.23,302289.16,134.9509497
515.19,302286.44,134.9497354
515.2,302283.72,134.9485211
515.22,302281,134.9473068
515.24,302277.75,134.9458559
515.26,302275.03,134.9446416
515.31,302272.31,134.9434274
515.31,302269.63,134.9422309
515.29,302266.88,134.9410032
515.28,302263.91,134.9396773
515.34,302261.59,134.9386416
515.36,302259,134.9374854
515.33,302256.38,134.9363157
515.33,302253.78,134.935155
515.37,302250.66,134.9337621
515.37,302248.06,134.9326014
515.35,302245.47,134.9314452
515.34,302242.88,134.9302889
515.33,302240.31,134.9291416
515.32,302237.69,134.9279719
515.29,302235.22,134.9268693
515.3,302232.59,134.9256952
515.3,302229.75,134.9244273
515.3,302227.56,134.9234496
515.23,302224.09,134.9219005
515.19,302221.94,134.9209407
515.11,302219.38,134.9197978
515.05,302216.78,134.9186371
514.94,302214.22,134.9174942
514.93,302211.63,134.916338
514.8,302211.63,134.916338
514.8,302208,134.9147174
514.82,302204.25,134.9130433
514.84,302201.22,134.9116906
514.91,302198.03,134.9102665
515,302194.25,134.908579
515.1,302191.38,134.9072978
515.19,302187.91,134.9057487
515.24,302184.25,134.9041147
515.29,302180.53,134.902454
515.35,302176.69,134.9007397
515.42,302172.78,134.8989942
515.53,302167.91,134.8968201
515.6,302163.72,134.8949495
515.7,302159.22,134.8929406
515.8,302154.5,134.8908334
515.88,302150.59,134.8890879
515.88,302146.16,134.8871102
515.87,302141.69,134.8851147
515.84,302137.22,134.8831191
515.82,302132.72,134.8811102
515.76,302128.19,134.8790879
515.74,302122.84,134.8766995
515.7,302118.38,134.8747084
515.65,302113.88,134.8726994
515.6,302108.72,134.8703959
515.55,302104.94,134.8687084
515.48,302100.47,134.8667128
515.4,302096.03,134.8647307
515.33,302091.63,134.8627664
515.16,302087.22,134.8607976
515.08,302082.81,134.8588289
514.86,302082.81,134.8588289
514.86,302077.41,134.8564181
514.76,302073,134.8544494
514.71,302068.69,134.8525253
514.69,302063.78,134.8503333
514.66,302059.97,134.8486324
514.69,302055.63,134.8466949
514.64,302051.25,134.8447395
514.64,302046.91,134.842802
514.67,302042.59,134.8408735
514.71,302037.56,134.8386279
514.74,302033.25,134.8367038
514.79,302028.91,134.8347663
514.82,302024.63,134.8328556
514.89,302020.34,134.8309404
514.9,302015.81,134.8289181
515.03,302011.06,134.8267975
515.03,302007.41,134.825168
515.05,302003.13,134.8232573
515.08,301998.81,134.8213287
515.17,301993.66,134.8190296
515.19,301989.34,134.8171011
515.25,301985.09,134.8152037
515.26,301980.75,134.8132662
515.21,301976.44,134.8113421
515.17,301972.13,134.809418
515.13,301967.84,134.8075028
515.05,301963.47,134.8055519
514.95,301959.28,134.8036814
514.87,301955,134.8017707
514.71,301949.88,134.7994849
514.66,301945.56,134.7975564
514.67,301941.34,134.7956724
514.67,301937.16,134.7938063
514.76,301933.13,134.7920072
514.87,301929.25,134.7902751
514.98,301925.44,134.7885742
514.99,301921.66,134.7868867
514.98,301918.81,134.7856143
514.92,301915.47,134.7841233
514.83,301911.56,134.7823777
514.8,301908.47,134.7809983
514.77,301905.44,134.7796456
514.7,301902.44,134.7783063
514.62,301899.5,134.7769938
514.51,301896.59,134.7756947
514.38,301893.69,134.7744
514.33,301890.84,134.7731277
514.19,301887.88,134.7718063
514.19,301884.84,134.7704491
514.13,301884.84,134.7704491
514.08,301881.75,134.7690697
513.97,301878.72,134.767717
513.94,301875.72,134.7663777
513.87,301873.41,134.7653464
513.85,301870.78,134.7641723
513.84,301868.19,134.7630161
513.8,301865.63,134.7618732
513.73,301863.09,134.7607393
513.7,301860.59,134.7596232
513.68,301857.66,134.7583152
513.66,301855.34,134.7572794
513.68,301852.63,134.7560696
513.67,301850.5,134.7551187
513.66,301848.03,134.754016
513.66,301845.56,134.7529134
513.66,301843.09,134.7518107
513.7,301840.69,134.7507392
513.69,301838.31,134.7496767
513.68,301835.53,134.7484357
513.64,301833.22,134.7474044
513.57,301830.94,134.7463865
513.46,301828.63,134.7453553
513.4,301826.09,134.7442214
513.27,301824.09,134.7433285
513.19,301821.78,134.7422972
513.09,301819.5,134.7412794
513.07,301817.19,134.7402481
512.93,301814.91,134.7392303
512.87,301812.16,134.7380026
512.71,301809.84,134.7369669
512.71,301807.53,134.7359356
512.61,301805.19,134.734891
512.57,301802.84,134.7338419
512.47,301800.5,134.7327972
512.42,301798,134.7316811
512.39,301795.44,134.7305383
512.33,301793.34,134.7296008
512.29,301790.91,134.728516
512.25,301787.97,134.7272034
512.2,301785.5,134.7261008
512.12,301783.06,134.7250115
512.08,301780.59,134.7239088
512.11,301778.13,134.7228106
512.09,301775.66,134.7217079
512.08,301773.19,134.7206052
512.02,301770.72,134.7195025
512.02,301768.25,134.7183998
511.98,301765.72,134.7172704
511.94,301765.72,134.7172704
511.92,301762.75,134.7159445
511.91,301759.97,134.7147034
511.9,301757.81,134.7137391
511.9,301755.34,134.7126364
511.9,301752.88,134.7115382
511.9,301750.38,134.7104221
511.82,301747.91,134.7093195
511.79,301745.44,134.7082168
511.75,301742.97,134.7071141
511.74,301740.28,134.7059132
511.73,301737.91,134.7048552
511.73,301735.5,134.7037793
511.68,301733,134.7026632
511.68,301730.5,134.7015471
511.67,301728,134.700431
511.61,301725.53,134.6993284
511.57,301723.03,134.6982123
511.56,301720.53,134.6970962
511.5,301718.03,134.6959801
511.48,301715.38,134.6947971
511.43,301712.78,134.6936364
511.39,301710.59,134.6926587
511.36,301708.13,134.6915605
511.32,301705.66,134.6904578
511.22,301703.16,134.6893417
511.16,301700.69,134.688239
511.12,301698.25,134.6871497
511.07,301695.81,134.6860605
510.94,301693.38,134.6849756
510.94,301690.47,134.6836765
510.86,301688.13,134.6826319
510.82,301685.56,134.6814846
510.76,301683,134.6803417
510.72,301680.91,134.6794087
510.63,301678.53,134.6783461
510.57,301676.13,134.6772747
510.46,301673.72,134.6761988
510.39,301671.34,134.6751363
510.27,301668.94,134.6740649
510.18,301666.56,134.6730024
510.1,301664.13,134.6719176
510.04,301661.59,134.6707836
509.94,301658.97,134.669614
509.87,301656.91,134.6686943
509.76,301654.5,134.6676184
509.76,301652.06,134.6665291
509.67,301649.69,134.6654711
509.63,301647.28,134.6643952
509.53,301644.88,134.6633238
509.45,301642,134.6620381
509.36,301639.59,134.6609622
509.29,301637.16,134.6598773
509.23,301634.69,134.6587747
509.18,301632.19,134.6576586
509.13,301629.44,134.6564309
509.09,301627.28,134.6554666
509.05,301624.78,134.6543505
509,301622.28,134.6532345
509.01,301619.75,134.652105
508.98,301616.72,134.6507523
508.92,301614.19,134.6496228
508.92,301611.66,134.6484934
508.9,301609.09,134.647346
508.89,301606.53,134.6462032
508.87,301603.44,134.6448237
508.89,301600.88,134.6436809
508.85,301598.25,134.6425067
508.84,301595.66,134.6413505
508.93,301593.06,134.6401898
508.97,301590.47,134.6390335
508.99,301587.88,134.6378773
508.98,301585.25,134.6367032
508.95,301582.53,134.6354889
508.95,301579.66,134.6342076
508.97,301579.66,134.6342076
508.99,301576.75,134.6329085
509.03,301573.78,134.6315826
509.03,301571.53,134.6305781
509.04,301568.84,134.6293772
509.07,301566.19,134.6281942
509.12,301563.59,134.6270335
509.15,301561,134.6258772
509.17,301558.41,134.624721
509.17,301555.84,134.6235737
509.21,301552.84,134.6222344
509.21,301550.25,134.6210781
509.19,301547.78,134.6199754
509.17,301545.28,134.6188594
509.13,301542.41,134.6175781
509.09,301540.31,134.6166406
509.05,301537.88,134.6155558
509.02,301535.44,134.6144665
508.91,301533,134.6133772
508.91,301530.59,134.6123013
508.81,301528.13,134.6112031
508.77,301525.78,134.610154
508.7,301523.34,134.6090647
508.64,301520.94,134.6079932
508.59,301518.5,134.606904
508.51,301516.06,134.6058147
508.39,301513.66,134.6047432
508.36,301511.25,134.6036673
508.29,301508.81,134.602578
508.23,301506.38,134.6014932
508.15,301503.81,134.6003459
508.1,301501.47,134.5993013
508.03,301498.5,134.5979754
507.97,301496,134.5968593
507.92,301493.56,134.59577
507.92,301491.09,134.5946673
507.9,301488.13,134.5933459
507.86,301485.13,134.5920066
507.86,301485.13,134.5920066
507.86,301482.13,134.5906673
507.86,301479.63,134.5895512
507.84,301477.13,134.5884351
507.86,301474.66,134.5873325
507.82,301472.19,134.5862298
507.69,301469.72,134.5851271
507.64,301467.22,134.584011
507.46,301464.72,134.5828949
507.35,301462.22,134.5817789
507.25,301459.28,134.5804664
507.13,301456.78,134.5793503
506.68,301454.22,134.5782074
506.68,301451.56,134.5770199
506.42,301448.81,134.5757922
506.22,301446.56,134.5747878
505.94,301443.94,134.5736181
505.74,301441.34,134.5724574
505.58,301438.72,134.5712878
505.41,301436.09,134.5701137
505.21,301432.91,134.568694
505.07,301430.19,134.5674797
504.87,301427.59,134.566319
504.78,301424.97,134.5651494
504.61,301422.31,134.5639619
504.54,301419.66,134.5627788
504.41,301416.94,134.5615645
504.34,301414,134.560252
504.14,301411.69,134.5592208
504.14,301409.03,134.5580333
504.06,301405.47,134.556444
504.03,301403.22,134.5554395
503.9,301400.56,134.554252
503.83,301397.94,134.5530824
503.65,301395.28,134.5518949
503.55,301392.66,134.5507252
503.4,301390,134.5495377
503.29,301387.38,134.5483681
503.09,301384.69,134.5471672
503.04,301381.78,134.545868
502.83,301378.84,134.5445555
502.72,301376.34,134.5434395
502.56,301373.69,134.5422564
502.47,301371.06,134.5410823
502.28,301368.44,134.5399127
502.28,301365.81,134.5387386
502.12,301363.19,134.5375689
502.03,301360.56,134.5363948
501.84,301357.94,134.5352252
501.74,301355.31,134.534051
501.61,301355.31,134.534051
501.55,301352.06,134.5326001
501.37,301349.47,134.5314439
501.24,301346.75,134.5302296
501.1,301343.88,134.5289483
500.99,301341.56,134.5279126
500.8,301338.94,134.526743
500.65,301336.31,134.5255689
500.43,301333.69,134.5243992
500.28,301331.06,134.5232251
499.87,301328,134.521859
499.87,301325.34,134.5206715
499.67,301322.75,134.5195153
499.56,301320.13,134.5183456
499.45,301317.34,134.5171001
499.4,301314.41,134.5157921
499.37,301311.88,134.5146626
499.4,301309.34,134.5135287
499.48,301306.81,134.5123992
499.56,301304.28,134.5112697
499.75,301301.75,134.5101403
499.91,301299.19,134.5089974
500.13,301296.69,134.5078813
500.28,301294.09,134.5067206
500.56,301291.31,134.5054795
500.73,301288.47,134.5042117
501.11,301286.06,134.5031358
501.11,301283.56,134.5020197
501.41,301281.03,134.5008902
501.53,301278.53,134.4997741
501.71,301276,134.4986447
501.86,301273.47,134.4975152
502.12,301270.94,134.4963857
502.29,301268.44,134.4952697
502.57,301265.97,134.494167
502.7,301263.47,134.4930509
502.93,301260.66,134.4917964
503.05,301258.47,134.4908188
503.27,301255.97,134.4897027
503.38,301253.5,134.4886
503.62,301251,134.4874839
503.74,301248.53,134.4863812
504.05,301246.03,134.4852652
504.05,301243.53,134.4841491
504.28,301241.06,134.4830464
504.42,301238.06,134.4817071
504.6,301235.56,134.4805911
504.72,301233.06,134.479475
504.92,301230.5,134.4783321
505.06,301227.75,134.4771044
505.25,301225.56,134.4761268
505.36,301223.06,134.4750107
505.59,301220.56,134.4738946
505.72,301218.03,134.4727651
505.96,301215.53,134.4716491
506.04,301215.53,134.4716491
506.25,301212.47,134.470283
506.37,301209.97,134.4691669
506.66,301207.47,134.4680508
506.66,301204.94,134.4669214
506.88,301202.44,134.4658053
507,301199.81,134.4646312
507.2,301197.09,134.4634169
507.29,301194.91,134.4624437
507.4,301192.53,134.4613812
507.43,301189.66,134.4600999
507.47,301187.19,134.4589972
507.51,301184.78,134.4579213
507.48,301182.38,134.4568499
507.47,301179.44,134.4555374
507.45,301177.03,134.4544615
507.41,301174.63,134.4533901
507.33,301172.19,134.4523008
507.3,301169.78,134.4512249
507.25,301167.34,134.4501356
507.25,301164.88,134.4490374
507.23,301162.44,134.4479481
507.23,301159.97,134.4468454
507.23,301157.5,134.4457427
507.23,301154.97,134.4446133
507.26,301152.53,134.443524
507.29,301150.03,134.4424079
507.3,301147.53,134.4412918
507.31,301145.03,134.4401757
507.37,301142.53,134.4390597
507.42,301140,134.4379302
507.47,301137.47,134.4368007
507.53,301134.69,134.4355597
507.56,301132.38,134.4345284
507.57,301129.84,134.4333945
507.71,301127.31,134.432265
507.71,301124.75,134.4311221
507.76,301122.22,134.4299927
507.8,301119.63,134.4288364
507.91,301117.06,134.4276891
507.92,301114.5,134.4265462
507.98,301111.94,134.4254034
508.04,301109.13,134.4241489
508.11,301106.81,134.4231132
508.18,301104.25,134.4219703
508.27,301101.66,134.4208141
508.32,301099.09,134.4196667
508.39,301096.53,134.4185239
508.47,301093.94,134.4173676
508.56,301091.38,134.4162248
508.59,301088.81,134.4150774
508.69,301086.25,134.4139346
508.69,301083.72,134.4128051
508.76,301081.19,134.4116757
508.8,301078.66,134.4105462
508.85,301076.13,134.4094167
508.92,301073.56,134.4082694
508.95,301071.06,134.4071533
508.99,301068.56,134.4060372
509.03,301066.06,134.4049212
509.04,301063.28,134.4036801
509.09,301061.03,134.4026756
509.15,301058.53,134.4015595
509.19,301056.03,134.4004435
509.2,301053.53,134.3993274
509.28,301051.03,134.3982113
509.29,301048.56,134.3971086
509.31,301046.09,134.396006
509.31,301043.56,134.3948765
509.31,301041.06,134.3937604
509.36,301038.56,134.3926443
509.38,301035.75,134.3913899
509.39,301033.47,134.390372
509.42,301030.94,134.3892425
509.46,301028.38,134.3880997
509.48,301025.81,134.3869524
509.53,301023.25,134.3858095
509.61,301020.69,134.3846666
509.64,301018.13,134.3835238
509.71,301015.56,134.3823765
509.73,301013,134.3812336
509.74,301010.19,134.3799791
509.75,301007.88,134.3789479
509.77,301005.31,134.3778005
509.77,301002.81,134.3766845
509.82,301000.28,134.375555
509.85,300997.75,134.3744255
509.84,300995.25,134.3733095
509.84,300992.75,134.3721934
509.83,300990.22,134.3710639
509.83,300987.72,134.3699478
509.9,300984.94,134.3687068
509.91,300982.69,134.3677023
509.92,300980.19,134.3665862
509.92,300977.69,134.3654701
509.92,300975.19,134.3643541
509.92,300972.66,134.3632246
509.92,300970.16,134.3621085
509.92,300967.66,134.3609925
509.93,300965.16,134.3598764
509.93,300962.66,134.3587603
509.92,300959.91,134.3575326
509.97,300957.66,134.3565282
510,300955.13,134.3553987
510,300952.63,134.3542826
510.01,300950.09,134.3531487
510.01,300947.56,134.3520192
510.01,300945,134.3508764
510.01,300942.47,134.3497469
510.01,300939.91,134.348604
510.06,300937.13,134.3473629
510.09,300934.81,134.3463272
510.09,300932.25,134.3451844
510.1,300929.69,134.3440415
510.15,300927.13,134.3428986
510.18,300924.56,134.3417513
510.18,300922.03,134.3406219
510.18,300919.47,134.339479
510.23,300916.94,134.3383495
510.26,300914.41,134.3372201
510.27,300911.66,134.3359924
510.27,300909.41,134.3349879
510.27,300906.91,134.3338718
510.27,300904.38,134.3327424
510.27,300901.91,134.3316397
510.27,300899.38,134.3305102
510.27,300896.94,134.3294209
510.27,300894.47,134.3283182
510.22,300892,134.3272156
510.24,300889.28,134.3260013
510.26,300887.03,134.3249968
510.26,300884.09,134.3236843
510.26,300881.63,134.3225861
510.2,300879.19,134.3214968
510.22,300876.69,134.3203807
510.18,300874.28,134.3193048
510.12,300871.84,134.3182155
510.01,300869.41,134.3171307
509.95,300866.97,134.3160414
509.86,300864.5,134.3149387
509.81,300862.09,134.3138628
509.65,300859.66,134.312778
509.56,300857.22,134.3116887
509.45,300854.81,134.3106128
509.37,300852.13,134.3094164
509.24,300849.94,134.3084387
509.19,300847.5,134.3073494
509.02,300845.09,134.3062735
509.02,300842.66,134.3051887
508.95,300840.28,134.3041262
508.87,300837.88,134.3030548
508.79,300835.47,134.3019789
508.7,300833.03,134.3008896
508.59,300830.47,134.2997467
508.52,300828.34,134.2987958
508.43,300825.97,134.2977378
508.37,300823.59,134.2966753
508.33,300821.22,134.2956172
508.3,300818.81,134.2945413
508.23,300816.47,134.2934967
508.19,300814.13,134.2924521
508.17,300811.75,134.2913896
508.12,300809.38,134.2903315
508.03,300807,134.289269
508.03,300804.38,134.2880994
507.95,300802.31,134.2871753
507.89,300799.94,134.2861172
507.85,300797.59,134.2850681
507.74,300795.25,134.2840235
507.64,300792.88,134.2829654
507.6,300790.5,134.2819029
507.54,300788.13,134.2808449
507.51,300785.78,134.2797958
507.41,300783.34,134.2787065
507.36,300780.75,134.2775502
507.33,300778.69,134.2766306
507.27,300776.31,134.2755681
507.19,300773.97,134.2745234
507.11,300771.63,134.2734788
506.98,300769.28,134.2724297
506.98,300766.97,134.2713984
506.9,300764.63,134.2703538
506.87,300762.19,134.2692645
506.79,300759.69,134.2681484
506.77,300757.66,134.2672422
506.65,300755.34,134.2662064
506.56,300753.06,134.2651886
506.46,300750.75,134.2641573
506.37,300748.41,134.2631127
506.28,300746.19,134.2621216
506.2,300743.88,134.2610903
506.1,300741.53,134.2600412
506.02,300739.22,134.25901
505.88,300736.69,134.2578805
505.79,300734.69,134.2569877
505.54,300732.38,134.2559564
505.54,300730.09,134.2549341
505.41,300727.81,134.2539162
505.34,300725.5,134.252885
505.27,300723.22,134.2518671
505.17,300720.94,134.2508492
505.07,300718.63,134.249818
504.99,300716.28,134.2487689
504.86,300713.72,134.247626
504.77,300711.75,134.2467466
504.65,300709.44,134.2457153
504.6,300707.13,134.244684
504.48,300704.78,134.2436349
504.45,300702.44,134.2425903
504.32,300700.03,134.2415144
504.28,300697.66,134.2404564
504.17,300695.25,134.2393805
504.17,300692.75,134.2382644
504.16,300690.09,134.2370769
504.13,300687.97,134.2361304
504.08,300685.5,134.2350278
504.07,300683.03,134.2339251
504.07,300680.56,134.2328224
504.08,300678.09,134.2317197
504.06,300675.59,134.2306036
504.09,300673.13,134.2295054
504.12,300670.63,134.2283894
504.11,300668.09,134.2272554
504.07,300665.53,134.2261126
504.05,300662.75,134.2248715
504.02,300660.53,134.2238804
504.04,300658,134.2227509
504.15,300655.5,134.2216349
504.15,300652.97,134.2205054
504.18,300650.47,134.2193893
504.22,300647.94,134.2182599
504.27,300645.41,134.2171304
504.28,300642.78,134.2159563
504.35,300640,134.2147152
504.37,300637.78,134.2137241
504.44,300635.25,134.2125947
504.46,300632.69,134.2114518
504.48,300630.13,134.2103089
504.53,300627.5,134.2091348
504.55,300624.69,134.2078804
504.58,300622.47,134.2068893
504.63,300619.16,134.2054116
504.64,300616.97,134.2044339
504.72,300614.47,134.2033178
504.72,300611.97,134.2022018
504.75,300609.53,134.2011125
504.73,300607.06,134.2000098
504.71,300604.63,134.198925
504.68,300602.19,134.1978357
504.63,300599.69,134.1967196
504.59,300597.09,134.1955589
504.54,300594.66,134.1944741
504.54,300592.56,134.1935366
504.5,300590.22,134.1924919
504.46,300587.88,134.1914473
504.43,300585.53,134.1903982
504.43,300583.19,134.1893535
504.36,300580.84,134.1883044
504.35,300578.5,134.1872598
504.21,300576.19,134.1862285
504.21,300573.88,134.1851972
504.11,300571.53,134.1841481
504.02,300569.28,134.1831437
503.88,300566.97,134.1821124
503.81,300564.69,134.1810946
503.76,300562.41,134.1800767
503.65,300560.13,134.1790588
503.6,300557.84,134.1780365
503.54,300555.56,134.1770187
503.44,300553.25,134.1759874
503.42,300550.91,134.1749428
503.31,300548.63,134.1739249
503.27,300546.34,134.1729026
503.17,300544.03,134.1718713
503.09,300541.69,134.1708267
