FF1,FF2
4502.55,4468.61
4502.88,4462.97
4496.67,4430.39
4522.67,4493.71
4503.17,4457.99
4496.34,4469.1
4480.62,4473.13
4516.99,4493.95
4519.75,4479.68
4494.16,4475.11
4460.71,4446.6
4470.54,4457.09
4495.89,4478.81
4463.59,4419.4
4466.06,4437.67
4493.21,4433.55
4438.57,4445.86
4395.66,4357.89
4422.82,4381.47
4400.64,4391.75
4384.1,4357.85
4326.58,4345.38
4391.09,4362.13
4319.3,4301.44
4316.5,4275.11
4333.87,4303.63
4343.16,4304.12
4302.47,4296.92
4297.54,4314.08
4371.43,4250.3
4316.71,4316.58
4344.52,4323.62
4346.99,4333.37
4344.69,4339.42
4345.92,4352.13
4347.77,4337.28
4379.04,4327.98
4335.76,4263.1
4350.08,4287.13
4337.53,4309.43
4328.27,4267.21
4359.25,4305.68
4368.14,4363.04
4454.87,4426.44
4458.2,4400.72
4463.67,4390.27
4511.07,4476.26
4485.6,4465.11
4516.62,4493.38
4550.32,4511.56
4570.97,4523.2
4569.94,4548.8
4579.73,4545.63
4627.25,4606.6
4613.1,4592.41
4651.53,4595.25
4657.08,4595.45
4671.94,4622.36
4717.6,4650.38
4691.81,4640.01
4713.16,4632.6
4702.79,4680.12
4751.18,4679.34
4744.96,4719.54
4739.82,4709.21
4782.86,4723.04
4769.9,4713.08
4773.64,4718.3
4740.27,4720.73
4774.13,4721.97
4793.51,4720.65
4757.97,4668.19
4694.48,4641.41
4669.02,4612.9
4634.13,4624.13
4612.61,4588.17
4564.06,4537.85
4571.34,4529.66
4551.14,4484.65
4500.86,4467.42
4448.12,4424.58
4420.72,4385.91
4400.89,4350.53
4397.92,4365.34
4359.29,4320.08
4370.15,4329.96
4382.54,4333.45
4365.26,4321.52
4391.18,4325.97
4368.01,4334.15
4401.96,4371.59
4376.45,4340.9
4366.66,4346.46
4403.11,4320.7
4386.73,4397.02
4419.73,4368.59
4417.01,4396.28
4472.15,4427.63
4472.31,4388.67
4462.19,4462.44
4452.85,4441.12
4493.38,4475.81
4478.85,4445.65
4461.78,4429.89
4470.17,4418.58
4479.88,4475.44
4463.14,4476.67
4455.89,4443.06
4475.11,4448.61
4486.46,4433.88
4506.25,4460.5
4504.86,4488.4
4528.64,4501.69
4514.28,4461.61
4533.94,4486.3
4601.58,4548.42
4586.15,4548.75
4634,4573.03
4667.99,4627.75
4714.52,4660
4742.04,4665.44
4744.68,4668.36
4766.48,4699.75
4773.06,4747.35
4769.77,4758.75
4809.31,4745.54
4806.88,4740.6
4766.81,4750.48
4794.87,4767.02
4807.71,4733.16
4841.28,4729.54
4796.68,4757.31
4821.12,4720.65
4753.6,4772.9
4784.75,4748.38
4784.5,4730.03
4764.38,4745.25
4796.6,4714.35
4755.42,4721.8
4752.7,4729.7
4771.05,4764.71
4733.44,4710.61
4761.96,4756.98
4733.86,4708.8
4758.99,4694.32
4788.78,4746.69
4760.06,4725.46
4769.61,4720.07
4692.1,4719.25
4720.85,4709.87
4727.27,4722.21
4742.45,4736.24
4750.97,4732.17
4744.88,4714.89
4731.3,4757.27
4735.3,4705.51
4740.23,4714.72
4730.85,4743.77
4752.25,4718.63
4718.14,4716
4738.59,4725.22
4723.82,4695.92
4731.76,4725.67
4731.84,4713.41
4750.81,4734.97
4729.29,4705.14
4735.38,4741.01
4734.93,4737.07
4616.31,4651.78
4548.55,4542.17
4623.1,4528.18
4576.48,4571.14
4548.92,4545.55
4570.72,4550.69
4595.49,4558.71
4543.73,4555.3
4543.08,4519.17
4556.08,4547.77
4548.75,4540.9
4572.08,4550.73
4527.15,4511.19
4510,4521.93
4580.15,4525.18
4565.87,4517.69
4576.98,4524.07
4595.41,4551.92
4523,4523
4492.1,4484.32
4519.63,4464.95
4492.43,4485.93
4514.69,4449.35
4513.12,4484.24
4500.12,4487.57
4473.05,4463.3
4460.83,4438.9
4490.17,4496.75
4479.39,4510.57
4465.07,4473.09
4477.17,4480.05
4524.4,4469.39
4479.55,4462.64
4484.74,4500.54
4494.45,4475.97
4523.12,4508.27
4474.12,4515.47
4526.33,4526.54
4514.11,4538.26
4509.3,4515.22
4554.64,4474.24
4494.69,4492.35
4503,4505.88
4537.44,4527.77
4521.85,4471.57
4525.76,4512.96
4543.32,4487.2
4493.33,4438.33
4445.4,4438.94
4414.63,4419.81
4416.48,4417.67
4438.04,4429.15
4344.15,4334.94
4334.65,4320.58
4383.32,4335.76
4337.9,4371.31
4332.34,4331.27
4353.45,4400.48
4387.47,4358.14
4363.69,4372.25
4428.53,4376.41
4406.03,4403.68
4425.41,4430.72
4463.79,4423.84
4458.24,4462.23
4479.8,4470.09
4462.81,4496.83
4501.03,4514.56
4524.36,4526.83
4525.63,4476.47
4539.95,4555.75
4535.88,4524.27
4587.06,4528.22
4586.56,4599.4
4588.87,4528.8
4595.66,4601.17
4553.61,4585.41
4594.26,4571.05
4623.68,4618.7
4617.83,4622.07
4616.89,4610.88
4632.56,4617.17
4598.62,4611.21
4631.9,4569.49
4629.56,4625.73
4621.66,4637.54
4631.7,4626.35
4618.94,4647.46
4626.02,4610.88
4652.19,4652.27
4565.87,4586.19
4586.98,4623.8
4580.52,4601.01
4519.38,4599.89
4563.81,4577.8
4521.68,4559.49
4505.8,4547.07
4556.45,4558.55
4535.14,4538.22
4520.65,4519.54
4502.35,4516.09
4525.47,4510.29
4495.52,4508.76
4490,4496.26
4463.14,4502.55
4506.95,4486.55
4509.87,4455.57
4435.12,4446.23
4496.01,4508.56
4528.06,4504.9
4548.67,4495.93
4550.81,4562.13
4558.09,4569.49
4552.21,4601.05
4595.74,4569.98
4579.24,4615.9
4592.9,4649.06
4631.86,4613.27
4618.12,4585.37
4612.94,4640.83
4596.81,4632.56
4604.63,4636.14
4611.91,4597.22
4594.13,4592.45
4555.54,4541.84
4534.85,4537.97
4511.31,4557.31
4519.34,4519.71
4532.91,4511.68
4513.74,4535.18
4508.76,4571.75
4539,4522.79
4505.06,4506.21
4512.63,4516.13
4498.85,4492.47
4511.15,4539.17
4537.65,4504.81
4511.48,4500.04
4512.92,4496.38
4509.75,4514.15
4502.63,4517.12
4474.45,4513.04
4499.67,4515.84
4517.53,4513.87
4512.75,4512.88
4577.97,4528.47
4565.17,4555.5
4552.29,4577.88
4571.01,4594.05
4608.95,4621.21
4530.08,4616.35
4597.06,4595.82
4586.48,4599.94
4604.09,4617.79
4596.48,4608.41
4617.26,4607.14
4592.9,4621.91
4598.87,4607.55
4553.73,4577.31
4531.52,4551.06
4526.46,4542.71
4515.51,4503.95
4532.34,4494.57
4515.76,4531.43
4504.24,4513.04
4496.01,4498.31
4459.56,4449.81
4452.19,4472.85
4434.09,4445.32
4459.56,4448.16
4478.81,4454.74
4424.42,4449.07
4419.9,4420.84
4418.91,4422.16
4414.79,4415.33
4428.7,4428.66
4375.87,4398.17
4352.01,4396.85
4389.24,4403.77
4410.76,4425.2
4396.61,4371.31
4385.5,4362.05
4389.61,4355.84
4367.23,4353.74
4382.62,4398.54
4380.73,4398.34
4401.87,4350.08
4388.63,4336.95
4372.87,4362.25
4325.55,4323.5
4314.45,4283.59
4309.55,4311.77
4320.82,4333.66
4274.08,4290.54
4281.61,4289.35
4248,4275.94
4268.82,4306.38
4301.44,4271.04
4276.43,4257.05
4300.29,4266.23
4238.78,4233.27
4264.95,4238.13
4246.11,4292.68
4259.6,4246.31
4220.27,4225.58
4247.34,4259.4
4241.79,4239.85
4234.88,4246.19
4238,4256.85
4273.34,4225.87
4220.31,4259.89
4281.49,4267.91
4223.48,4251.58
4277.09,4255.94
4251.37,4233.81
4229.98,4269.6
4265.57,4247.34
4229.03,4282.89
4228.75,4257.3
4179.74,4205.05
4211.71,4196.53
4207.19,4203.9
4199.82,4216.65
4156.95,4188.47
4150.99,4195.25
4190.85,4180.11
4129.96,4109.27
4134.57,4150.74
4109.6,4134.16
4116.01,4127.12
4114.04,4181.18
4130.5,4142.06
4118.19,4155.06
4148.23,4133.54
4137.33,4132.14
4128.07,4168.31
4108.57,4133.99
4132.72,4100.17
4114.53,4151.36
4127.16,4145.47
4104.86,4136.91
4120.09,4116.84
4121.12,4124.53
4095.11,4146.13
4109.06,4147.45
4162.26,4122.93
4134.28,4201.34
4187.85,4177.03
4223.4,4214.88
4295.03,4270.05
4294.74,4306.22
4317.45,4323.29
4359.04,4342.05
4382,4344.85
4393.03,4356.86
4398.46,4391.88
4409.69,4416.77
4456.35,4425.33
4471.28,4482.02
4487.7,4452.11
4452.56,4491.03
4451.66,4469.72
4530.98,4531.06
4524.73,4520.82
4516.25,4516.99
4542.87,4558.83
4549.08,4542.46
4540.65,4528.31
4536.21,4514.69
4496.91,4546.29
4522.51,4571.34
4554.93,4549
4568.38,4570.4
4539.21,4588.91
4567.27,4598
4590.84,4558.22
4557.11,4611.74
4604.63,4580.27
4562.87,4603.97
4602.73,4605.2
4596.23,4608.78
4528.59,4551.72
4544.68,4517.94
4476.26,4506.67
4502.26,4495.56
4433.55,4453.51
4418.54,4416.4
4400.27,4426.72
4405.21,4404.96
4410.47,4370.73
4345.18,4337.86
4354.23,4303.21
4304.9,4307.16
4264.33,4271.12
4230.43,4252.81
4204.8,4241.01
4205.21,4228.87
4209.78,4218.54
4198.67,4198.01
4152.14,4226.61
4144.36,4182.13
4122.8,4122.84
4166.95,4156.42
4149.46,4169.66
4124.82,4108.11
4109.27,4127.74
4096.96,4132.88
4120.17,4116.67
4116.3,4091.37
4127.99,4123.67
4110.87,4115.81
4121.12,4144.24
4133.62,4148.72
4208.75,4170.28
4186.2,4202.5
4228.37,4236.81
4295.48,4285.73
4304.74,4313.25
4320.62,4314.77
4315.19,4319.84
4334.69,4364.43
4346.83,4310.54
4347.73,4345.22
4319.14,4310.37
4249.81,4300.54
4246.4,4297.99
4265.81,4314.36
4270.34,4247.05
4269.6,4245.49
4281.65,4290.25
4252.81,4271.25
4229.49,4253.72
4237.43,4241.42
4319.42,4313.09
4308.23,4309.96
4321.69,4300.46
4322.39,4275.81
4343.29,4343.12
4303.95,4302.68
4297.66,4305.19
4318.35,4311.2
4318.44,4340.16
4317.04,4351.27
4337.12,4302.1
4346.91,4324.11
4357.28,4361.31
4328.89,4347.9
4370.11,4339.42
4347.11,4371.39
4368.71,4332.59
4367.56,4339.71
4417.59,4387.47
4355.09,4398.83
4421.13,4393.07
4413.15,4430.76
4393.44,4417.67
4448.12,4400.97
4460.05,4456.84
4459.31,4449.44
4442.61,4474.7
4490.41,4466.8
4427.67,4486.79
4499.55,4485.31
4490.58,4478.77
4510.08,4481.61
4468.61,4475.11
4460.21,4490.74
4414.3,4421.38
4402.41,4386.53
4350.03,4391.09
4336.17,4329.96
4314.28,4350.2
4338.8,4310.08
4332.96,4299.59
4292.64,4303.67
4296.47,4300.79
4284.49,4277.46
4302.47,4316.91
4313.42,4297.82
4294.04,4310.08
4294.99,4319.55
4334.11,4337.49
4324.24,4351.15
4318.35,4340.41
4377.68,4389.82
4388.63,4370.48
4361.51,4411.91
4364.76,4377.6
4388.38,4389.98
4396.32,4377.97
4395.25,4429.85
4425.16,4427.59
4404.34,4419.11
4442.56,4445.03
4461.45,4439.15
4485.44,4481.44
4503.5,4489.71
4513.95,4469.31
4523.74,4537.89
4571.71,4539.29
4567.6,4587.88
4593.11,4562.54
4603.6,4575.58
4626.27,4621.04
4624.79,4675.31
4675.68,4706.58
4737.19,4692.75
4718.67,4693.29
4700,4702.51
4700.9,4706.91
4699.13,4676.38
4660.38,4676.54
4667.99,4652.15
4640.79,4654.7
4686.67,4630.55
4598.62,4620.01
4605.28,4571.79
4643.3,4609.77
4601.75,4610.26
4603.15,4608.17
4579.12,4581.34
4540.77,4577.31
4539.33,4552.58
4536.58,4580.56
4544.89,4551.06
4519.79,4570.35
4539.62,4516.38
4521.68,4577.64
4509.13,4520.12
4548.26,4534.27
4509.01,4456.06
4522.55,4522.88
4489.76,4544.02
4462.56,4480.05
4523.9,4510.16
4487.29,4507.9
4453.47,4476.75
4484,4451.41
4505.31,4462.52
4483.95,4449.44
4463.42,4501.93
4503.83,4506.21
4491.81,4451.99
4469.35,4488.6
4478.65,4474.12
4483.75,4467.66
4506.54,4497.12
4521.44,4531.8
4504.69,4514.28
4518.56,4535.67
4510.74,4537.85
4525.47,4514.52
4550.07,4531.72
4529.71,4526.91
4552.83,4521.27
4579.28,4571.55
4549.58,4545.09
4591.91,4601.01
4595,4570.4
4615.32,4569.74
4619.85,4621.91
4636.06,4562.37
4638.77,4617.87
4656.47,4625.49
4667.25,4609.07
4619.77,4667.37
4629.39,4648.32
4609.28,4627.75
4626.64,4627.01
4619.64,4634.74
4648.48,4649.68
4643.71,4679.75
4624.62,4622.07
4630.88,4640.75
4659.8,4628.49
4641.08,4623.1
4667.78,4644.86
4631.7,4652.23
4613.02,4636.47
4626.27,4636.43
4632.6,4612.4
4640.34,4645.77
4656.43,4658.89
4667.95,4642.15
4670.95,4646.51
4683.54,4643.01
4663.34,4718.47
4705.55,4671.94
4689.38,4690.99
4713.33,4666.26
4699.95,4685.27
4699.67,4675.06
4686.83,4713.98
4664.12,4682.88
4680.82,4700.41
4641.9,4619.36
4615.04,4639.97
4589.65,4643.3
4620.01,4572.49
4642.68,4600.59
4583.23,4609.07
4600.55,4603.06
4615.41,4631.33
4625.4,4560.52
4602.4,4595.49
4611.29,4622.81
4612.69,4605.7
4602.82,4591.01
4581.01,4639.31
4598.7,4620.22
4601.33,4627.17
4615.16,4645.6
4627.01,4634.33
4604.5,4632.19
4621.33,4610.55
4651.86,4626.97
4649.31,4642.97
4614.58,4625.98
4634.46,4635.07
4631,4636.88
4593.68,4617.5
4615.73,4634.33
4611.13,4566.32
4553.24,4617.38
4573.56,4595.29
4603.89,4559.29
4560.64,4612.65
4594.05,4555.5
4589.07,4611.99
4565.17,4573.81
4535.01,4555.95
4542.58,4521.97
4575.46,4553.16
4589.57,4595.74
4585.41,4542.62
4587.39,4555.13
4573.19,4573.89
4604.54,4587.43
4596.07,4615.61
4600.1,4601.95
4614.13,4597.22
4618.82,4610.96
4599.85,4640.01
4590.72,4635.81
4609.28,4618.24
4627.5,4627.25
4622.73,4631.99
4641.65,4650.05
4624.7,4604.46
4649.27,4609.03
4588.99,4594.05
4572.29,4598.62
4531.89,4505.97
4544.31,4579.61
4521.11,4525.96
4458.53,4486.38
4495.93,4500.74
4476.18,4455.61
4453.43,4455.89
4461.57,4494.86
4442.4,4470.95
4466.76,4464.08
4442.77,4486.09
4504.81,4506.75
4518.27,4518.27
4522.55,4557.72
4520.37,4538.55
4525.55,4576.16
4535.26,4571.22
4592.16,4557.64
4598.37,4560.56
4585.33,4625.86
4610.34,4606.52
4613.02,4590.23
4576.65,4592
4547.6,4561.26
4526.37,4552.05
4523.74,4516.42
4514.77,4530.12
4497.24,4483.25
4479.55,4479.06
4440.05,4486.05
4456.18,4486.01
4494.36,4457.21
4443.96,4464.7
4482.35,4441.7
4474.53,4425.9
4468.77,4485.56
4427.92,4430.43
4435.61,4444
4451.99,4445.07
4441.54,4461.61
4451.29,4471.69
4414.67,4449.68
4407.02,4423.6
4455.69,4411.09
4446.19,4463.84
4468.73,4467.62
4509.42,4458.16
4500.16,4513.21
4509.17,4535.75
4520.69,4513.25
4556.28,4539.25
4557.02,4572.95
4545.59,4526.62
4591.67,4594.05
4608.99,4608
4589.28,4576.4
4633.22,4611.04
4613.68,4639.06
4593.72,4615.32
4604.34,4650.83
4605.65,4602.53
4616.72,4581.54
4607.84,4585.21
4614.91,4620.1
4634.29,4596.4
4623.06,4587.96
4649.18,4631.12
4617.83,4611.29
4585.74,4546.16
4575.33,4584.71
4535.75,4544.35
4540.53,4547.07
4575.74,4531.84
4547.11,4558.67
4514.89,4525.59
4529.33,4504.9
4561.06,4513.99
4541.39,4566.03
4538.26,4529.91
4496.42,4598.41
4520.9,4544.8
4519.91,4534.85
4487.58,4511.89
4474.49,4503.91
4497.57,4520.32
4526.83,4507.94
4455.77,4531.47
4499.59,4504.53
4522.71,4543.57
4554.19,4567.76
4561.47,4531.31
4555.3,4579.36
4575.5,4547.77
4564.22,4557.68
4551.02,4572.16
4579.61,4565.25
4568.96,4592.37
4555.54,4583.81
4504.24,4548.75
4505.06,4537.73
4487.04,4494.77
4523.66,4462.11
4419.48,4430.18
4416.97,4412.41
4410.27,4368.92
4350.98,4388.01
4368.34,4352.5
4312.18,4307.95
4264.42,4291.98
4249.65,4298.03
4241.09,4262.81
4194.6,4136.5
4170.12,4226.36
4140.08,4143.95
4102.35,4100.79
4137.2,4082.36
4130.95,4136.09
4117.29,4128.36
4155.18,4108.16
4094.91,4110.58
4132.14,4128.6
4124.37,4123.83
4099.56,4142.22
4176.45,4116.1
4189.91,4163.95
4209.49,4216.53
4201.76,4191.72
4209.49,4186.16
4211.47,4212.29
4217.23,4201.34
4196.98,4223.48
4232.61,4208.63
4190.52,4218.01
4218.58,4225.7
4220.1,4229.4
4169.54,4203.57
4209.24,4240.18
4197.97,4237.55
4207.93,4226.19
4263.39,4222.49
4224.75,4231.34
4202.41,4212.82
4205.46,4234.51
4212.04,4220.19
4220.27,4213.77
4191.35,4231.58
4201.1,4202.08
4185.87,4222.53
4207.39,4209.82
4187.73,4199.7
4195.34,4177.4
4185.22,4195.5
4189.58,4185.79
4157.57,4195.34
4191.92,4175.09
4196.82,4162.18
4196.08,4193.2
4193.16,4194.76
4188.92,4149.92
4136.17,4161.85
4178.96,4175.92
4172.75,4185.59
4132.22,4174.6
4180.36,4143.17
4206.4,4212.78
4224.01,4212.29
4243.8,4245.37
4242.73,4284.86
4246.4,4251.95
4291.28,4278.36
4315.39,4254.5
4312.26,4282.48
4320.66,4328.02
4316.05,4305.27
4333.41,4358.51
4379.82,4326.25
4356.74,4378.88
4406.03,4357.89
4436.76,4406.32
4430.51,4427.88
4421.79,4443.43
4450.3,4426.64
4462.77,4405.58
4438.45,4429.77
4467.25,4497.08
4449.64,4473.22
4448.61,4487.2
4447.5,4426.81
4464.12,4473.42
4424.71,4456.64
4477.91,4474.78
4486.71,4506.46
4520.98,4516.58
4480.7,4472.56
4487.78,4476.22
4523.49,4523
4496.09,4505.68
4492.22,4504.57
4494.28,4499.79
4524.07,4504.32
4505.55,4503
4479.18,4457.33
4475.73,4493.01
4449.52,4492.96
4459.31,4495.64
4484,4495.31
4440.84,4494.82
4478.89,4475.73
4423.02,4446.02
4390.23,4407.47
4420.06,4411.63
4401.38,4429.07
4435.53,4408.66
4417.47,4425.24
4483.38,4493.21
4530.73,4550.4
4546.86,4541.6
4568.42,4606.31
4601.66,4601.09
4596.03,4623.68
4660.79,4648.48
4642.07,4664.82
4716.95,4654.57
4665.72,4706.17
4683.33,4702.13
4744.22,4686.17
4712.91,4724.76
4704.27,4697.81
4744.02,4709.87
4713.9,4722.42
4756.61,4717.69
4695.55,4682.39
4726.7,4701.31
4762.78,4766.36
4722.87,4727.31
4720.48,4749.37
4731.68,4713.33
4728.84,4746.16
4766.77,4729.62
4676.26,4727.56
4730.44,4695.43
4714.48,4736.2
4721.1,4708.31
4663.67,4694.98
4705.63,4696.83
4683.79,4670.41
4640.17,4661.32
4618.66,4606.77
4605.74,4626.6
4590.51,4571.63
4558.75,4545.17
4488.44,4532.38
4496.46,4499.88
4468.9,4504.65
4453.3,4488.36
4421.71,4413.52
4448.53,4452.89
4382.62,4372.58
4361.14,4355.79
4355.42,4359.5
4387.8,4379.82
4232.53,4276.96
4281.28,4257.22
4281.16,4238.99
4232.2,4247.79
4199,4228.25
4194.84,4200.36
4217.8,4230.84
4224.8,4223.97
4228.79,4205.29
4193.9,4210.52
4219.12,4218.17
4206.28,4225.91
4209.78,4224.51
4212,4222.7
4217.43,4216.2
4222.16,4197.48
4192.29,4210.72
4200.93,4208.71
4224.96,4226.56
4205.87,4218.54
4225.54,4243.47
4188.96,4242.69
4218.87,4191.8
4201.47,4215.09
4216.69,4243.31
4247.59,4220.19
4250.02,4242.82
4258.12,4240.1
4223.4,4280.91
4239.32,4243.39
4276.76,4301.57
4230.97,4291.08
4258.53,4253.92
4282.56,4245.45
4252.57,4285.15
4267.01,4255.16
4217.76,4242.61
4208.71,4235.04
4112.39,4139.55
3998.1,4043.89
3988.8,3995.09
3932.19,3945.6
3872.57,3875.45
3860.89,3828.63
3747.29,3762.39
3717.75,3723.92
3698.13,3643.57
3602.22,3624.27
3549.44,3572.15
3463.28,3575.48
3457.48,3459.54
3423.91,3448.51
3346.23,3408.11
3304.59,3371.78
3279.04,3327.51
3211.9,3280.07
3196.06,3241.97
3139.36,3169.89
3080.65,3009.39
2994.38,2931.43
2978.91,2980.8
2929.04,3014.29
2923.9,2968.5
2863.38,2904.97
2860.87,2871.65
2791.87,2852.6
2764.51,2803.23
2713.7,2776.69
2690.13,2753.53
2667.04,2725.63
2592.66,2615.37
2602.29,2664.37
2607.39,2682.06
2629.56,2681.86
2590.27,2679.39
2636.48,2657.38
2613.02,2669.35
2632.9,2695.52
2646.19,2663.79
2610.35,2656.18
2616.11,2666.88
2650.46,2651.7
2622.9,2695.84
2636.72,2668.16
2644.95,2687.95
2645.49,2704.32
2664.91,2699.67
2649.89,2690.33
2647.71,2680.75
2657.38,2664.74
2635.41,2670.38
2666.18,2695.31
2639.6,2693.46
2673.05,2706.09
2680.38,2702.63
2664.82,2748.75
2662.77,2732.63
2680.09,2711.23
2696.34,2723.7
2678.61,2724.56
2694.24,2718.39
2701.89,2736.78
2700.08,2717.65
2681.94,2709.17
2705.14,2742.83
2677.17,2754.97
2685.81,2766.49
2706.62,2758.75
2692.51,2742.5
2695.89,2734.03
2690.17,2730.16
2718.1,2712.3
2699.38,2722.51
2685.81,2720.24
2703.54,2780.97
2703.04,2783.73
2699.14,2730.2
2721.06,2765.5
2725.47,2762.54
2699.09,2725.96
2707.98,2753.32
2719.3,2755.5
2770.85,2771.38
2898.14,2961.67
3142.41,3164.71
3363.43,3392.02
3316.9,3378.61
3434.32,3585.39
3569.47,3611.6
3561.41,3593.5
3632.63,3632.91
3795.06,3774.2
4014.39,4011.92
4059.94,4051.5
4038.91,4033.19
3999.13,4023.81
4039.57,4024.76
4122.68,4100.09
4236.03,4237.18
4254.83,4237.63
4364.31,4282.44
4339.91,4386.36
4460.34,4438.9
4528.27,4470.79
4453.06,4477.74
4483.63,4470.83
4517.73,4549.37
4642.31,4550.4
4613.43,4589.86
4628.53,4608.74
4663.05,4607.51
4659.3,4607.92
4691.11,4609.89
4749.74,4713.82
4761.79,4820.3
4904.19,4858.4
4923.03,4911.72
4928.34,4927.35
4995.24,4940.93
4995.81,4943.56
4978,4984.13
5003.34,4938.13
5021.65,4980.59
4999.6,4976.23
5010.95,4947.18
4994.66,4974.01
4966.44,4938.13
4980.14,5003.22
4934.47,4910.98
4930.89,4893.12
4910.4,4935.79
4906.08,4864.11
4874.81,4835.36
4810.88,4852.96
4864.03,4821.45
4862.47,4848.93
4830.91,4803.35
4831.98,4820.87
4829.8,4825.65
4834.2,4781.58
4765.04,4759.49
4752.49,4781.87
4744.14,4716.16
4649.64,4715.51
4713.16,4682.22
4642.93,4638.12
4549.33,4609.48
4555.09,4546.62
4562.95,4526
4588.21,4609.4
4458.08,4492.72
4511.64,4517.81
4527.77,4473.38
4481.44,4473.96
4468.48,4488.89
4468.24,4497.37
4529.58,4524.52
4563.24,4592.69
4598.87,4549.08
4624.29,4642.4
4702.96,4665.23
4704.93,4679.51
4757.1,4709.95
4775.2,4739.53
4829.27,4806.84
4837.25,4747.31
4893.04,4837.91
4874.69,4882.92
4895.09,4870.98
4915.91,4931.96
4940.39,4916.49
4984.7,4917.52
4940.02,4950.8
4954.75,4964.05
4953.35,4989.6
4947.72,4918.38
4952.9,4956.77
4928.71,4973.92
4971.46,4936.69
4929.53,4924.43
4930.56,4935
4968.62,4954.75
4962.32,4933.11
4940.19,4916.49
4951.46,4915.21
4930.72,4931.88
4943.4,4955.41
4947.84,4960.47
4932.7,5013.5
4950.8,4984.54
4944.3,4935.83
4977.54,4942.62
4968.08,4973.6
5011.53,4955.99
5024.53,5000.91
5012.52,5010.17
4993.67,4978.29
5000.34,4986.93
4999.1,4989.72
4974.01,4996.22
4942.41,4918.79
4915.91,4931.09
4929.9,4904.31
4878.64,4818.61
4800.88,4848.69
4819.06,4819.64
4818.24,4816.43
4795.65,4771.3
4792.36,4759.57
4762.66,4740.32
4693.62,4717.77
4644.29,4643.96
4695.72,4640.42
4570.48,4618.66
4595.41,4530.57
4575.29,4582
4575.91,4574.55
4540.61,4522.55
4522.59,4515.22
4573.4,4575.42
4545.79,4559.95
4529.29,4545.34
4546.12,4549.91
4578.05,4560.27
4570.35,4573.73
4617.3,4619.15
4612.98,4611.54
4632.36,4642.81
4637.13,4653.83
4634.74,4645.15
4676.75,4621.66
4667.78,4667.41
4695.88,4699.25
4719.13,4720.07
4741.76,4726.37
4737.27,4741.01
4760.72,4779.07
4755.79,4722.05
4769.4,4761.83
4755.87,4769.57
4753.69,4749
4754.1,4777.02
4776.93,4748.09
4781.91,4791.58
4799.6,4750.19
4748.17,4748.3
4763.56,4763.52
4735.87,4793.72
4735.54,4720.24
4741.63,4735.38
4735.87,4775.53
4769.73,4793.72
4800.34,4787.47
4858.89,4821.45
4844.98,4815.69
4853.79,4816.51
4894.56,4907.19
4877.44,4845.44
4881.64,4892.5
4895.67,4923.48
4891.84,4881.6
4906.41,4878.43
4926.69,4872.05
4931.63,4906.04
4909.58,4900.4
4936.57,4901.27
4912.58,4895.42
4915.83,4884.07
4868.11,4908.1
4913.94,4891.97
4939.08,4893.12
4961.95,4976.56
4994.74,5008.16
5008.65,5043.46
5014.29,4968
5052.26,5024.2
5073.49,5097.39
5101.67,5083.28
5073.57,5106.53
5095.21,5091.96
5113.32,5063.95
5138.17,5077.85
5089.87,5106.57
5147.18,5108.5
5135.41,5118.09
5146.31,5119.12
5157.01,5176.59
5138.58,5135.08
5169.93,5154.99
5159.97,5127.1
5101.84,5080.65
5034.32,5074.23
4998.32,5022.02
4993.51,4993.71
4964.46,4948.09
4935.62,4936.73
4903.94,4910.07
4880.53,4837.49
4811.82,4833.83
4814.78,4829.64
4749.04,4806.64
4763.52,4730.69
4727.31,4790.14
4732.17,4793.72
4813.92,4768.05
4795.98,4801.21
4751.22,4775.04
4745.33,4724.8
4727.97,4740.89
4739.9,4714.6
4763.93,4730.03
4703.29,4757.1
4740.89,4715.42
4754.18,4735.71
4757.27,4694.65
4723.86,4757.14
4764.84,4704.36
4818.2,4821.2
4870.57,4824.99
4867.24,4890.16
4910.19,4854.45
4911.14,4952.2
4862.92,4915.54
4908.01,4907.77
4932.21,4904.19
4931.14,4931.88
4946.52,4891.76
4908.34,4884.73
4919.45,4914.31
4879.91,4927.06
4868.35,4893.37
4871.89,4847.74
4866.5,4861.6
4864.61,4903.36
4884.48,4857.66
4850.17,4842.43
4908.92,4872.47
4882.92,4900.28
4839.96,4874.69
4914.88,4881.81
4900.28,4852.18
4975.41,4938.46
5004,5004.7
4927.52,4932.37
4944.63,4958.91
4975.82,4969.28
4973.06,4987.38
5002.93,4971.54
5008.61,5015.68
4987.01,4983.55
4999.56,5003.63
5018.85,4994.21
4975.28,4953.72
4993.01,4998.77
4989.39,5008.16
4946.93,4959.73
4986.14,4967.26
4972.61,4975.24
4960.92,4963.02
5023.46,4992.32
4996.72,4970.3
4964.13,4967.22
4957.63,4991.16
5010.05,4980.75
4975.32,4981.99
4963.72,4919.45
4950.93,4965.16
4927.19,4971.95
4955.74,4941.01
4918.55,4975.57
4902.34,4899.79
4896.74,4894.6
4886.91,4902.75
4887.2,4870.37
4852.76,4876.33
4869.42,4834.12
4861.85,4851.9
4831.45,4808
4812.93,4866.71
4743.61,4798.41
4803.88,4765.21
4729.82,4699.75
4718.84,4686.54
4647.25,4643.05
4629.02,4632.6
